curvature, distance
840,0.03197693999365832
1069,0.03197693999365832
1085,0.037790929083414374
1071,0.037790929083414374
1022,0.034883934538536346
972,0.03197693999365832
1077,0.02616295090390226
1077,0.02616295090390226
1177,0.02906994544878029
977,0.037790929083414374
946,0.037790929083414374
1005,0.037790929083414374
1205,0.03197693999365832
1234,0.03197693999365832
1301,0.03197693999365832
1301,0.03197693999365832
1301,0.03197693999365832
1188,0.034883934538536346
1209,0.034883934538536346
1021,0.034883934538536346
959,0.034883934538536346
868,0.034883934538536346
534,0.04069792362829241
437,0.043604918173170436
370,0.043604918173170436
410,0.043604918173170436
428,0.043604918173170436
550,0.043604918173170436
653,0.04069792362829241
941,0.04069792362829241
940,0.04069792362829241
932,0.04069792362829241
804,0.043604918173170436
711,0.04941890726292649
690,0.04941890726292649
730,0.04651191271804846
843,0.04069792362829241
947,0.037790929083414374
1183,0.037790929083414374
1183,0.037790929083414374
1183,0.037790929083414374
1183,0.037790929083414374
1183,0.037790929083414374
1183,0.037790929083414374
1183,0.037790929083414374
1000,0.04651191271804846
1180,0.05232590180780452
1071,0.05813989089756058
1372,0.0610468854424386
1180,0.07267486362195072
1149,0.06395387998731664
1108,0.0610468854424386
1088,0.0610468854424386
1028,0.05813989089756058
1058,0.055232896352682546
1125,0.04941890726292649
1248,0.043604918173170436
1300,0.04069792362829241
1280,0.037790929083414374
1215,0.037790929083414374
1200,0.034883934538536346
1114,0.037790929083414374
1124,0.037790929083414374
1049,0.034883934538536346
1017,0.034883934538536346
1000,0.03197693999365832
1020,0.03197693999365832
1006,0.02906994544878029
1019,0.02906994544878029
1112,0.02906994544878029
1209,0.02906994544878029
1209,0.02906994544878029
1209,0.02906994544878029
1042,0.037790929083414374
962,0.043604918173170436
955,0.04941890726292649
1161,0.04651191271804846
1161,0.04651191271804846
1161,0.04651191271804846
1161,0.04651191271804846
1161,0.04651191271804846
1161,0.04651191271804846
1161,0.04651191271804846
1104,0.04069792362829241
1030,0.03197693999365832
992,0.02616295090390226
1073,0.02906994544878029
989,0.03197693999365832
967,0.03197693999365832
973,0.03197693999365832
978,0.03197693999365832
1021,0.03197693999365832
1010,0.03197693999365832
1001,0.03197693999365832
1033,0.02906994544878029
1077,0.02906994544878029
1127,0.02906994544878029
935,0.037790929083414374
848,0.043604918173170436
781,0.04941890726292649
887,0.043604918173170436
1157,0.04069792362829241
1293,0.04069792362829241
1293,0.04069792362829241
1293,0.04069792362829241
1293,0.04069792362829241
1284,0.04069792362829241
959,0.04651191271804846
868,0.05232590180780452
827,0.055232896352682546
898,0.04941890726292649
890,0.04651191271804846
950,0.04651191271804846
984,0.043604918173170436
1192,0.04069792362829241
1192,0.04069792362829241
1350,0.04069792362829241
1350,0.04069792362829241
1068,0.043604918173170436
869,0.05232590180780452
808,0.055232896352682546
812,0.05232590180780452
907,0.04651191271804846
1057,0.043604918173170436
1057,0.043604918173170436
1057,0.043604918173170436
1057,0.043604918173170436
1142,0.034883934538536346
1052,0.034883934538536346
916,0.06395387998731664
834,0.055232896352682546
788,0.04941890726292649
729,0.04651191271804846
689,0.04651191271804846
680,0.05232590180780452
703,0.05232590180780452
763,0.055232896352682546
822,0.05232590180780452
863,0.04941890726292649
922,0.04651191271804846
942,0.043604918173170436
1150,0.043604918173170436
1150,0.043604918173170436
1413,0.04941890726292649
1370,0.05232590180780452
1080,0.037790929083414374
979,0.03197693999365832
974,0.02325595635902423
1086,0.014534972724390145
1339,0.008720983634634086
1339,0.008720983634634086
1339,0.008720983634634086
1339,0.008720983634634086
1339,0.008720983634634086
1339,0.008720983634634086
1339,0.008720983634634086
1176,0.017441967269268173
1057,0.02906994544878029
962,0.03197693999365832
1038,0.034883934538536346
1137,0.03197693999365832
1406,0.03197693999365832
1406,0.03197693999365832
1400,0.02616295090390226
1400,0.02616295090390226
1400,0.02616295090390226
1386,0.02616295090390226
1386,0.02616295090390226
1386,0.02616295090390226
1386,0.02616295090390226
1386,0.02616295090390226
1414,0.014534972724390145
1414,0.014534972724390145
1367,0.008720983634634086
1275,0.008720983634634086
1242,0.008720983634634086
1280,0.008720983634634086
1241,0.005813989089756058
1257,0.008720983634634086
1224,0.005813989089756058
1145,0.005813989089756058
752,0.008720983634634086
614,0.008720983634634086
547,0.017441967269268173
596,0.017441967269268173
884,0.020348961814146204
956,0.017441967269268173
1061,0.014534972724390145
1061,0.014534972724390145
1061,0.014534972724390145
1061,0.014534972724390145
932,0.011627978179512116
830,0.011627978179512116
812,0.014534972724390145
845,0.014534972724390145
954,0.011627978179512116
982,0.0
1039,0.002906994544878029
1072,0.002906994544878029
1016,0.011627978179512116
1104,0.020348961814146204
1203,0.02325595635902423
1139,0.02616295090390226
835,0.037790929083414374
854,0.03197693999365832
820,0.02906994544878029
903,0.02906994544878029
963,0.03197693999365832
963,0.03197693999365832
963,0.03197693999365832
963,0.03197693999365832
963,0.03197693999365832
1222,0.034883934538536346
1222,0.034883934538536346
1458,0.037790929083414374
1458,0.037790929083414374
1458,0.037790929083414374
1458,0.037790929083414374
1243,0.034883934538536346
1035,0.02906994544878029
1008,0.02325595635902423
1008,0.02325595635902423
1045,0.02616295090390226
1008,0.02616295090390226
666,0.002906994544878029
480,0.04941890726292649
342,0.08720983634634087
338,0.11627978179512116
353,0.18604765087219385
421,0.25581551994926655
476,0.31104841630194907
487,0.30523442721219307
605,0.23837355267999838
678,0.1511637163336575
730,0.14534972724390144
806,0.04069792362829241
802,0.002906994544878029
751,0.002906994544878029
749,0.008720983634634086
758,0.02325595635902423
773,0.034883934538536346
793,0.043604918173170436
850,0.04651191271804846
854,0.04651191271804846
850,0.037790929083414374
834,0.03197693999365832
812,0.02325595635902423
791,0.014534972724390145
789,0.011627978179512116
840,0.011627978179512116
1421,0.020348961814146204
1104,0.02906994544878029
795,0.02906994544878029
978,0.020348961814146204
994,0.011627978179512116
852,0.011627978179512116
832,0.008720983634634086
856,0.014534972724390145
829,0.02325595635902423
832,0.02906994544878029
350,0.04651191271804846
261,0.06976786907707269
233,0.09302382543609693
236,0.09302382543609693
329,0.08430284180146283
463,0.07267486362195072
878,0.07558185816682875
651,0.09593081998097495
657,0.10465180361560904
641,0.11627978179512116
778,0.1220937708848772
770,0.13953573815414538
633,0.15697770542341358
549,0.16569868905804763
363,0.16860568360292566
177,0.13372174906438933
138,0.0610468854424386
153,0.06395387998731664
166,0.09302382543609693
239,0.15407071087853552
492,0.18895464541707188
244,0.17441967269268174
138,0.0901168308912189
105,0.0
102,0.034883934538536346
114,0.08720983634634087
137,0.1802336617824378
164,0.2122106017760961
160,0.1802336617824378
155,0.13953573815414538
160,0.1220937708848772
162,0.13372174906438933
168,0.12500076542975525
162,0.16279169451316963
142,0.24709453631463246
125,0.3401183617507294
113,0.35756032901999757
110,0.31395541084682715
131,0.21802459086585219
159,0.11337278725024312
195,0.02325595635902423
213,0.03197693999365832
230,0.02616295090390226
222,0.017441967269268173
200,0.0901168308912189
166,0.17151267814780372
150,0.22674557450048624
153,0.23546655813512035
175,0.1831406563273158
208,0.10465180361560904
236,0.03197693999365832
264,0.005813989089756058
287,0.002906994544878029
328,0.02616295090390226
283,0.06686087453219466
251,0.08720983634634087
215,0.09593081998097495
215,0.08720983634634087
206,0.07558185816682875
206,0.0610468854424386
212,0.04941890726292649
225,0.04651191271804846
238,0.05813989089756058
246,0.07558185816682875
254,0.09593081998097495
239,0.10465180361560904
211,0.11627978179512116
203,0.11627978179512116
188,0.11627978179512116
186,0.10755879816048708
184,0.09593081998097495
184,0.08430284180146283
188,0.07558185816682875
191,0.07848885271170679
196,0.08430284180146283
210,0.09883781452585298
216,0.10174480907073101
227,0.10465180361560904
222,0.09883781452585298
235,0.09593081998097495
233,0.09302382543609693
232,0.0901168308912189
230,0.08720983634634087
223,0.0901168308912189
218,0.09593081998097495
213,0.10465180361560904
209,0.10465180361560904
217,0.0901168308912189
239,0.08430284180146283
254,0.08720983634634087
263,0.09593081998097495
254,0.0901168308912189
254,0.08430284180146283
245,0.07848885271170679
228,0.08139584725658482
221,0.08430284180146283
212,0.08430284180146283
212,0.06976786907707269
205,0.0610468854424386
194,0.05813989089756058
188,0.07558185816682875
187,0.0901168308912189
197,0.10465180361560904
196,0.11046579270536509
186,0.10465180361560904
174,0.11046579270536509
164,0.1220937708848772
155,0.14244273269902344
150,0.16279169451316963
149,0.1802336617824378
152,0.1831406563273158
152,0.17732666723755977
153,0.16569868905804763
153,0.16279169451316963
155,0.15697770542341358
162,0.14825672178877947
168,0.13662874360926736
172,0.13372174906438933
173,0.13662874360926736
176,0.13662874360926736
181,0.12500076542975525
183,0.11627978179512116
181,0.11337278725024312
184,0.11918677633999919
188,0.12790775997463327
201,0.1220937708848772
217,0.11046579270536509
233,0.09302382543609693
246,0.08430284180146283
245,0.08139584725658482
242,0.07558185816682875
226,0.07848885271170679
224,0.06976786907707269
214,0.0610468854424386
211,0.05232590180780452
199,0.055232896352682546
206,0.05813989089756058
211,0.06395387998731664
228,0.07267486362195072
234,0.0901168308912189
242,0.11046579270536509
209,0.14534972724390144
181,0.16569868905804763
163,0.17151267814780372
160,0.1598846999682916
160,0.1511637163336575
158,0.14825672178877947
164,0.13662874360926736
153,0.14244273269902344
155,0.1511637163336575
163,0.16860568360292566
189,0.17441967269268174
199,0.17441967269268174
203,0.16860568360292566
209,0.15697770542341358
220,0.14534972724390144
224,0.13372174906438933
223,0.1220937708848772
227,0.11046579270536509
225,0.10174480907073101
235,0.09302382543609693
230,0.08720983634634087
224,0.07848885271170679
215,0.08430284180146283
218,0.07267486362195072
218,0.06686087453219466
224,0.055232896352682546
228,0.05232590180780452
240,0.05813989089756058
243,0.06976786907707269
260,0.07848885271170679
282,0.08720983634634087
566,0.09302382543609693
561,0.09302382543609693
558,0.09593081998097495
725,0.10174480907073101
631,0.10174480907073101
302,0.10755879816048708
355,0.13372174906438933
501,0.16279169451316963
683,0.16279169451316963
636,0.1511637163336575
537,0.13953573815414538
424,0.13662874360926736
316,0.13372174906438933
268,0.13372174906438933
259,0.13953573815414538
280,0.1511637163336575
322,0.16279169451316963
334,0.16279169451316963
338,0.14825672178877947
321,0.13662874360926736
307,0.11918677633999919
285,0.11046579270536509
259,0.09883781452585298
235,0.09593081998097495
223,0.09593081998097495
248,0.10755879816048708
310,0.11918677633999919
415,0.1308147545195113
446,0.12790775997463327
421,0.12790775997463327
362,0.1220937708848772
311,0.12500076542975525
289,0.12500076542975525
282,0.12500076542975525
286,0.1220937708848772
292,0.10755879816048708
323,0.0901168308912189
368,0.06976786907707269
427,0.06395387998731664
540,0.07267486362195072
534,0.0901168308912189
408,0.11337278725024312
330,0.13372174906438933
297,0.14244273269902344
278,0.14825672178877947
265,0.14825672178877947
254,0.14244273269902344
223,0.12790775997463327
174,0.09883781452585298
152,0.06976786907707269
146,0.043604918173170436
156,0.043604918173170436
158,0.06395387998731664
160,0.0901168308912189
154,0.11337278725024312
159,0.11627978179512116
163,0.11046579270536509
174,0.08720983634634087
181,0.06395387998731664
191,0.037790929083414374
195,0.014534972724390145
200,0.008720983634634086
206,0.017441967269268173
213,0.03197693999365832
209,0.04651191271804846
207,0.04941890726292649
206,0.043604918173170436
207,0.034883934538536346
206,0.020348961814146204
198,0.014534972724390145
196,0.005813989089756058
194,0.014534972724390145
189,0.03197693999365832
189,0.04651191271804846
172,0.05813989089756058
163,0.0610468854424386
156,0.037790929083414374
162,0.02616295090390226
174,0.02325595635902423
176,0.037790929083414374
180,0.04941890726292649
175,0.055232896352682546
172,0.0610468854424386
163,0.05813989089756058
170,0.06976786907707269
182,0.08139584725658482
215,0.08430284180146283
239,0.07848885271170679
234,0.08430284180146283
247,0.07848885271170679
263,0.07267486362195072
334,0.0610468854424386
323,0.06976786907707269
304,0.07558185816682875
266,0.07267486362195072
235,0.07267486362195072
222,0.07267486362195072
223,0.07558185816682875
234,0.07848885271170679
227,0.09302382543609693
216,0.11046579270536509
203,0.13372174906438933
212,0.1220937708848772
226,0.11918677633999919
252,0.10755879816048708
252,0.11046579270536509
256,0.11046579270536509
256,0.11046579270536509
276,0.11627978179512116
295,0.1308147545195113
299,0.15697770542341358
289,0.17732666723755977
279,0.17151267814780372
280,0.16279169451316963
281,0.14825672178877947
294,0.1308147545195113
321,0.10755879816048708
401,0.08720983634634087
664,0.09593081998097495
679,0.10174480907073101
539,0.10755879816048708
356,0.10465180361560904
275,0.08720983634634087
248,0.07267486362195072
276,0.04651191271804846
308,0.037790929083414374
379,0.03197693999365832
419,0.04069792362829241
473,0.0610468854424386
459,0.06976786907707269
479,0.07558185816682875
433,0.07267486362195072
446,0.06686087453219466
458,0.06686087453219466
513,0.0610468854424386
544,0.06395387998731664
514,0.0610468854424386
434,0.055232896352682546
409,0.05232590180780452
396,0.0610468854424386
419,0.08139584725658482
400,0.09883781452585298
359,0.11337278725024312
296,0.12500076542975525
243,0.1220937708848772
212,0.11337278725024312
199,0.0901168308912189
201,0.07267486362195072
207,0.06686087453219466
210,0.0610468854424386
204,0.05813989089756058
195,0.05813989089756058
190,0.06395387998731664
194,0.07267486362195072
199,0.07848885271170679
200,0.08430284180146283
221,0.07848885271170679
232,0.07558185816682875
272,0.06395387998731664
294,0.055232896352682546
339,0.037790929083414374
315,0.020348961814146204
271,0.008720983634634086
251,0.005813989089756058
246,0.011627978179512116
253,0.02906994544878029
255,0.034883934538536346
275,0.037790929083414374
283,0.034883934538536346
296,0.03197693999365832
322,0.037790929083414374
345,0.03197693999365832
348,0.02906994544878029
287,0.020348961814146204
229,0.017441967269268173
202,0.020348961814146204
186,0.02325595635902423
179,0.02906994544878029
169,0.037790929083414374
167,0.043604918173170436
162,0.0610468854424386
169,0.05232590180780452
181,0.04941890726292649
213,0.04069792362829241
234,0.03197693999365832
258,0.02906994544878029
283,0.02325595635902423
299,0.03197693999365832
315,0.043604918173170436
387,0.05232590180780452
586,0.05813989089756058
629,0.055232896352682546
430,0.055232896352682546
369,0.05232590180780452
415,0.043604918173170436
562,0.037790929083414374
712,0.02325595635902423
685,0.005813989089756058
621,0.005813989089756058
537,0.002906994544878029
579,0.005813989089756058
495,0.002906994544878029
394,0.005813989089756058
411,0.0
615,0.005813989089756058
644,0.014534972724390145
745,0.02906994544878029
869,0.04069792362829241
931,0.043604918173170436
766,0.04069792362829241
683,0.02616295090390226
533,0.017441967269268173
664,0.008720983634634086
676,0.014534972724390145
755,0.034883934538536346
685,0.034883934538536346
625,0.037790929083414374
649,0.02906994544878029
680,0.014534972724390145
705,0.0
678,0.017441967269268173
554,0.02325595635902423
380,0.034883934538536346
265,0.043604918173170436
199,0.03197693999365832
219,0.034883934538536346
276,0.055232896352682546
287,0.07558185816682875
210,0.09302382543609693
161,0.08139584725658482
155,0.08139584725658482
147,0.0610468854424386
147,0.05232590180780452
157,0.055232896352682546
179,0.06395387998731664
201,0.08720983634634087
216,0.09883781452585298
236,0.12790775997463327
279,0.16860568360292566
434,0.23255956359024232
537,0.3226763944814612
693,0.3459323508404854
672,0.3488393453853635
668,0.32558338902633926
426,0.28779245994292485
329,0.20639661268634005
231,0.13372174906438933
221,0.11918677633999919
241,0.1598846999682916
350,0.20348961814146202
789,0.2616295090390226
784,0.26744349812877866
628,0.27616448176341274
347,0.2703504926736567
214,0.22093158541073019
206,0.1802336617824378
228,0.15697770542341358
244,0.1598846999682916
291,0.16569868905804763
432,0.19767562905170596
899,0.24709453631463246
594,0.29651344357755893
370,0.2587225144941446
150,0.1918616399619499
102,0.14825672178877947
86,0.12500076542975525
227,0.10174480907073101
216,0.037790929083414374
73,0.18604765087219385
73,0.1831406563273158
303,0.034883934538536346
326,0.043604918173170436
79,0.04069792362829241
86,0.02906994544878029
357,0.014534972724390145
105,0.08720983634634087
76,0.44186317082146037
43,0.502910056263899
38,0.4941890726292649
49,0.4331421871868263
52,0.4244212035521922
151,0.16569868905804763
84,0.0610468854424386
82,0.08139584725658482
80,0.05232590180780452
82,0.09593081998097495
89,0.12500076542975525
104,0.13662874360926736
129,0.1308147545195113
137,0.17151267814780372
171,0.12790775997463327
240,0.08139584725658482
446,0.020348961814146204
501,0.04941890726292649
448,0.06976786907707269
555,0.0901168308912189
341,0.12500076542975525
280,0.16279169451316963
218,0.18895464541707188
222,0.16279169451316963
235,0.11627978179512116
249,0.03197693999365832
271,0.03197693999365832
296,0.06976786907707269
352,0.07558185816682875
425,0.06395387998731664
531,0.06686087453219466
638,0.06686087453219466
666,0.06976786907707269
724,0.07558185816682875
749,0.08139584725658482
642,0.0901168308912189
596,0.0901168308912189
485,0.0610468854424386
458,0.02906994544878029
418,0.005813989089756058
410,0.002906994544878029
392,0.02325595635902423
424,0.037790929083414374
530,0.04941890726292649
599,0.043604918173170436
573,0.05232590180780452
500,0.06686087453219466
393,0.07558185816682875
296,0.07848885271170679
237,0.07267486362195072
227,0.055232896352682546
238,0.04651191271804846
266,0.037790929083414374
298,0.04941890726292649
346,0.05813989089756058
404,0.055232896352682546
431,0.055232896352682546
495,0.037790929083414374
541,0.03197693999365832
700,0.02325595635902423
801,0.014534972724390145
1032,0.002906994544878029
994,0.014534972724390145
1008,0.02616295090390226
1028,0.04069792362829241
971,0.034883934538536346
735,0.020348961814146204
662,0.020348961814146204
404,0.02325595635902423
343,0.04069792362829241
249,0.05232590180780452
233,0.05232590180780452
225,0.05232590180780452
241,0.037790929083414374
260,0.04069792362829241
286,0.04651191271804846
305,0.05232590180780452
301,0.055232896352682546
285,0.05232590180780452
283,0.055232896352682546
294,0.06976786907707269
306,0.09302382543609693
309,0.12500076542975525
300,0.16279169451316963
297,0.1598846999682916
286,0.16569868905804763
291,0.14825672178877947
294,0.14534972724390144
306,0.1308147545195113
425,0.09883781452585298
498,0.08139584725658482
454,0.05813989089756058
292,0.043604918173170436
260,0.04651191271804846
241,0.04651191271804846
270,0.05232590180780452
298,0.04069792362829241
332,0.02325595635902423
316,0.017441967269268173
309,0.014534972724390145
305,0.020348961814146204
332,0.037790929083414374
328,0.05232590180780452
332,0.0610468854424386
299,0.04941890726292649
292,0.02906994544878029
273,0.02616295090390226
284,0.02325595635902423
290,0.02616295090390226
322,0.037790929083414374
354,0.05232590180780452
401,0.06976786907707269
428,0.07848885271170679
422,0.08430284180146283
464,0.10755879816048708
461,0.11337278725024312
390,0.11627978179512116
372,0.11337278725024312
332,0.1220937708848772
321,0.13372174906438933
281,0.11046579270536509
241,0.07558185816682875
218,0.04941890726292649
199,0.037790929083414374
182,0.04069792362829241
182,0.04651191271804846
171,0.0610468854424386
173,0.08430284180146283
170,0.09883781452585298
190,0.0901168308912189
233,0.07267486362195072
282,0.037790929083414374
319,0.02325595635902423
362,0.020348961814146204
410,0.02325595635902423
458,0.02616295090390226
486,0.02325595635902423
477,0.034883934538536346
473,0.05232590180780452
458,0.055232896352682546
492,0.05232590180780452
558,0.05232590180780452
501,0.05232590180780452
460,0.06686087453219466
434,0.06686087453219466
391,0.05232590180780452
359,0.034883934538536346
310,0.02906994544878029
294,0.04069792362829241
276,0.05232590180780452
252,0.05813989089756058
239,0.05813989089756058
218,0.037790929083414374
221,0.008720983634634086
233,0.005813989089756058
250,0.020348961814146204
250,0.017441967269268173
263,0.017441967269268173
309,0.002906994544878029
485,0.02325595635902423
500,0.05232590180780452
843,0.07267486362195072
839,0.07558185816682875
478,0.08430284180146283
289,0.09302382543609693
221,0.08430284180146283
188,0.04941890726292649
179,0.005813989089756058
184,0.02906994544878029
197,0.04651191271804846
209,0.04651191271804846
186,0.04069792362829241
175,0.02906994544878029
189,0.014534972724390145
195,0.008720983634634086
185,0.05232590180780452
176,0.09593081998097495
189,0.09302382543609693
206,0.07848885271170679
240,0.04651191271804846
326,0.017441967269268173
343,0.020348961814146204
733,0.017441967269268173
729,0.02325595635902423
718,0.034883934538536346
450,0.04069792362829241
261,0.0
242,0.037790929083414374
240,0.08139584725658482
257,0.1220937708848772
260,0.14825672178877947
290,0.1308147545195113
359,0.09302382543609693
560,0.05232590180780452
654,0.055232896352682546
754,0.0610468854424386
821,0.06976786907707269
899,0.08139584725658482
896,0.0901168308912189
983,0.09593081998097495
983,0.09593081998097495
983,0.09593081998097495
983,0.09593081998097495
983,0.09593081998097495
983,0.09593081998097495
958,0.11337278725024312
952,0.12790775997463327
835,0.13953573815414538
827,0.13953573815414538
845,0.13662874360926736
1097,0.07558185816682875
1064,0.037790929083414374
914,0.008720983634634086
850,0.02325595635902423
792,0.03197693999365832
813,0.02616295090390226
882,0.02906994544878029
841,0.020348961814146204
901,0.002906994544878029
